Type,Theme,File,Name,Color,Legend,Labels,Unit,Visible,Status,Provenance,Description,Notes
theme,Future climate space,yale_4/Birds/Bird Species Distribution RNSA rcp45 2071-2100.tif,Bird future: Red-naped Sapsucker,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution ROPI rcp45 2071-2100.tif,Bird future: Rock Pigeon,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution ROPT rcp45 2071-2100.tif,Bird future: Rock Ptarmigan,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution ROWR rcp45 2071-2100.tif,Bird future: Rock Wren,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution RTHA rcp45 2071-2100.tif,Bird future: Red-tailed Hawk,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution RTLO rcp45 2071-2100.tif,Bird future: Red-throated Loon,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution RUBL rcp45 2071-2100.tif,Bird future: Rusty Blackbird,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution RUDU rcp45 2071-2100.tif,Bird future: Ruddy Duck,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution RUGR rcp45 2071-2100.tif,Bird future: Ruffed Grouse,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution RUHU rcp45 2071-2100.tif,Bird future: Rufous Hummingbird,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution RWBL rcp45 2071-2100.tif,Bird future: Red-winged Blackbird,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution SACR rcp45 2071-2100.tif,Bird future: Sandhill Crane,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution SAPH rcp45 2071-2100.tif,Bird future: Say's Phoebe,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution SAVS rcp45 2071-2100.tif,Bird future: Savannah Sparrow,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution SORA rcp45 2071-2100.tif,Bird future: Sora,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution SOSA rcp45 2071-2100.tif,Bird future: Solitary Sandpiper,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution SOSP rcp45 2071-2100.tif,Bird future: Song Sparrow,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution SPGR rcp45 2071-2100.tif,Bird future: Spruce Grouse,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution SPSA rcp45 2071-2100.tif,Bird future: Spotted Sandpiper,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution SPTO rcp45 2071-2100.tif,Bird future: Spotted Towhee,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution SSHA rcp45 2071-2100.tif,Bird future: Sharp-shinned Hawk,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution STGR rcp45 2071-2100.tif,Bird future: Sharp-tailed Grouse,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution STJA rcp45 2071-2100.tif,Bird future: Steller's Jay,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution SWHA rcp45 2071-2100.tif,Bird future: Swainson's Hawk,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution SWSP rcp45 2071-2100.tif,Bird future: Swamp Sparrow,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution SWTH rcp45 2071-2100.tif,Bird future: Swainson's Thrush,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution TEWA rcp45 2071-2100.tif,Bird future: Tennessee Warbler,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution TOSO rcp45 2071-2100.tif,Bird future: Townsend's Solitaire,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution TOWA rcp45 2071-2100.tif,Bird future: Townsend's Warbler,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution TRUS rcp45 2071-2100.tif,Bird future: Trumpeter Swan,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution TUVU rcp45 2071-2100.tif,Bird future: Turkey Vulture,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution UPSA rcp45 2071-2100.tif,Bird future: Upland Sandpiper,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution VASW rcp45 2071-2100.tif,Bird future: Vaux's Swift,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution VATH rcp45 2071-2100.tif,Bird future: Varied Thrush,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution VEER rcp45 2071-2100.tif,Bird future: Veery,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution VESP rcp45 2071-2100.tif,Bird future: Vesper Sparrow,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution VGSW rcp45 2071-2100.tif,Bird future: Violet-green Swallow,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution VIRA rcp45 2071-2100.tif,Bird future: Virginia Rail,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution WAVI rcp45 2071-2100.tif,Bird future: Warbling Vireo,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution WBNU rcp45 2071-2100.tif,Bird future: White-breasted Nuthatch,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution WCSP rcp45 2071-2100.tif,Bird future: White-crowned Sparrow,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution WEBL rcp45 2071-2100.tif,Bird future: Western Bluebird,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution WEKI rcp45 2071-2100.tif,Bird future: Western Kingbird,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution WEME rcp45 2071-2100.tif,Bird future: Western Meadowlark,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution WETA rcp45 2071-2100.tif,Bird future: Western Tanager,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution WIFL rcp45 2071-2100.tif,Bird future: Willow Flycatcher,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution WIPH rcp45 2071-2100.tif,Bird future: Wilson's Phalarope,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution WIPT rcp45 2071-2100.tif,Bird future: Willow Ptarmigan,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution WISA rcp45 2071-2100.tif,Bird future: Williamson's Sapsucker,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution WISN rcp45 2071-2100.tif,Bird future: Wilson's Snipe,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution WITU rcp45 2071-2100.tif,Bird future: Wild Turkey,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution WIWA rcp45 2071-2100.tif,Bird future: Wilson's Warbler,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution WODU rcp45 2071-2100.tif,Bird future: Wood Duck,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution WTSP rcp45 2071-2100.tif,Bird future: White-throated Sparrow,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution WTSW rcp45 2071-2100.tif,Bird future: White-throated Swift,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution WWCR rcp45 2071-2100.tif,Bird future: White-winged Crossbill,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution YBFL rcp45 2071-2100.tif,Bird future: Yellow-bellied Flycatcher,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution YBSA rcp45 2071-2100.tif,Bird future: Yellow-bellied Sapsucker,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution YEWA rcp45 2071-2100.tif,Bird future: Yellow Warbler,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution YHBL rcp45 2071-2100.tif,Bird future: Yellow-headed Blackbird,Blues,continuous,,km2*,FALSE,TRUE,missing,,
theme,Future climate space,yale_4/Birds/Bird Species Distribution YRWA rcp45 2071-2100.tif,Bird future: Yellow-rumped Warbler,Blues,continuous,,km2*,FALSE,TRUE,missing,,
